0.0,0.0,0.0,0.0
1.0E-13,2.9960908551000114E-5,0.0,0.0
3.0000000000000003E-13,5.992181710200023E-5,0.0,0.0
7.0E-13,8.988272565300034E-5,0.0,0.0
1.5E-12,1.1984363420400046E-4,0.0,0.0
3.1E-12,1.4980454275500057E-4,0.0,0.0
6.3E-12,1.7976545130600068E-4,0.0,0.0
1.27E-11,2.0972635985700078E-4,0.0,0.0
2.5500000000000002E-11,2.396872684080009E-4,0.0,0.0
5.110000000000001E-11,2.69648176959001E-4,0.0,0.0
1.0230000000000002E-10,2.996090855100011E-4,0.0,0.0
2.0470000000000005E-10,3.295699940610012E-4,0.0,0.0
4.095000000000001E-10,3.595309026120013E-4,0.0,0.0
8.191000000000002E-10,3.894918111630014E-4,0.0,0.0
1.6383000000000004E-9,4.194527197140015E-4,0.0,0.0
3.276700000000001E-9,4.494136282650016E-4,0.0,0.0
6.553500000000001E-9,4.793745368160017E-4,0.0,0.0
1.3107100000000002E-8,5.093354453670018E-4,0.0,0.0
2.6214300000000002E-8,5.39296353918002E-4,0.0,0.0
5.24287E-8,5.692572624690021E-4,0.0,0.0
1.0485750000000001E-7,5.992181710200023E-4,0.0,0.0
2.0971510000000001E-7,6.291790795710025E-4,0.0,0.0
4.194303E-7,6.591399881220026E-4,0.0,0.0
8.388607000000001E-7,6.891008966730028E-4,0.0,0.0
1.6777215000000001E-6,7.190618052240029E-4,0.0,0.0
3.3554431E-6,7.490227137750031E-4,0.0,0.0
6.7108863E-6,7.789836223260032E-4,0.0,0.0
1.34217727E-5,8.089445308770034E-4,0.0,0.0
2.6843545500000003E-5,8.389054394280036E-4,0.0,0.0
5.368709110000001E-5,8.688663479790037E-4,0.0,0.0
1.0737418230000003E-4,8.988272565300039E-4,0.0,0.0
2.1474836470000006E-4,9.28788165081004E-4,0.0,0.0
4.2949672950000014E-4,9.587490736320042E-4,0.0,0.0
8.589934591000003E-4,9.887099821830044E-4,0.0,0.0
0.0017179869183000006,0.0010186708907340045,0.0,0.0
0.003435973836700001,0.0010486317992850047,0.0,0.0
0.006871947673500002,0.0010785927078360048,0.0,0.0
0.013743895347100004,0.001108553616387005,0.0,0.0
0.027487790694300008,0.0011385145249380051,0.0,0.0
0.05497558138870001,0.0011684754334890053,0.0,0.0
0.10995116277750003,0.0011984363420400055,0.0,0.0
0.21990232555510006,0.0012283972505910056,0.0,0.0
0.4398046511103001,0.0012583581591420058,0.0,0.0
0.8796093022207001,0.001288319067693006,0.0,0.0
1.7592186044415001,0.001318279976244006,0.0,0.0
3.5184372088831,0.0013482408847950063,0.0,0.0
7.036874417766301,0.0013782017933460064,0.0,0.0
14.073748835532701,0.0014081627018970066,0.0,0.0
28.1474976710655,0.0014381236104480067,0.0,0.0
56.2949953421311,0.0014680845189990069,0.0,0.0
112.5899906842623,0.001498045427550007,0.0,0.0
225.1799813685247,0.0015280063361010072,0.0,0.0
450.3599627370495,0.0015579672446520074,0.0,0.0
900.7199254740991,0.0015879281532030075,0.0,0.0
